4.000000000000000000e+00	1.663200000000000234e-01	1.251689162691760338e-01
3.920408163265306278e+00	1.670799999999999785e-01	1.278322087738454071e-01
3.840816326530612113e+00	1.847599999999999798e-01	1.365245120848267435e-01
3.761224489795918391e+00	1.727599999999999969e-01	1.333431003089398659e-01
3.681632653061224669e+00	1.918799999999999950e-01	1.497747161573007302e-01
3.602040816326530503e+00	2.010800000000000087e-01	1.437262453416215668e-01
3.522448979591836782e+00	2.116400000000000226e-01	1.543337629943623279e-01
3.442857142857143060e+00	2.142399999999999860e-01	1.496730516826592916e-01
3.363265306122448894e+00	2.133200000000000096e-01	1.491662750087968115e-01
3.283673469387755173e+00	2.255999999999999950e-01	1.602068662698325208e-01
3.204081632653061007e+00	2.371600000000000097e-01	1.647905774005297974e-01
3.124489795918367285e+00	2.382400000000000073e-01	1.717675825061295014e-01
3.044897959183673564e+00	2.692800000000000193e-01	1.874254027606716833e-01
2.965306122448979842e+00	2.965200000000000058e-01	2.110352804627700363e-01
2.885714285714285676e+00	2.785600000000000298e-01	2.029017653939955146e-01
2.806122448979591955e+00	3.514399999999999746e-01	2.193889842266470713e-01
2.726530612244897789e+00	3.942799999999999638e-01	2.301375275786198271e-01
2.646938775510204067e+00	4.348400000000000043e-01	2.401894552223306778e-01
2.567346938775510345e+00	4.444799999999999862e-01	2.444862564644482983e-01
2.487755102040816624e+00	5.058799999999999963e-01	2.558089630955100446e-01
2.408163265306122458e+00	6.493999999999999773e-01	2.373260204865871859e-01
2.328571428571428736e+00	7.099999999999999645e-01	2.097026466213528784e-01
2.248979591836734571e+00	7.073199999999999488e-01	2.479032424152616820e-01
2.169387755102040849e+00	8.504800000000000137e-01	1.138585508427013004e-01
2.089795918367347127e+00	8.578400000000000469e-01	1.589922463518268492e-01
2.010204081632653406e+00	9.003200000000000092e-01	8.473899692585461219e-02
1.930612244897959240e+00	9.315999999999999837e-01	6.348417125551848728e-02
1.851020408163265518e+00	9.426799999999999624e-01	6.297950142705163734e-02
1.771428571428571352e+00	9.574399999999999578e-01	4.532379507499344207e-02
1.691836734693877631e+00	9.682399999999999896e-01	3.561042543975008468e-02
1.612244897959183909e+00	9.779200000000000115e-01	2.803700411955600130e-02
1.532653061224489743e+00	9.856800000000000006e-01	2.096992131601833897e-02
1.453061224489796022e+00	9.879200000000000204e-01	1.883808907506280203e-02
1.373469387755102300e+00	9.922400000000000109e-01	1.381963820076344100e-02
1.293877551020408134e+00	9.949200000000000266e-01	1.154961471218846417e-02
1.214285714285714413e+00	9.968399999999999483e-01	9.144090988173734363e-03
1.134693877551020691e+00	9.977200000000000513e-01	6.841169490664596002e-03
1.055102040816326525e+00	9.988399999999999501e-01	5.162789943431753820e-03
9.755102040816328035e-01	9.995600000000000041e-01	2.933666647729427090e-03
8.959183673469390818e-01	9.998399999999999510e-01	1.781684596105608843e-03
8.163265306122449161e-01	9.999200000000000310e-01	1.262378707044761478e-03
7.367346938775511944e-01	1.000000000000000000e+00	0.000000000000000000e+00
6.571428571428574728e-01	1.000000000000000000e+00	0.000000000000000000e+00
5.775510204081633070e-01	1.000000000000000000e+00	0.000000000000000000e+00
4.979591836734695853e-01	1.000000000000000000e+00	0.000000000000000000e+00
4.183673469387758637e-01	1.000000000000000000e+00	0.000000000000000000e+00
3.387755102040816979e-01	1.000000000000000000e+00	0.000000000000000000e+00
2.591836734693879762e-01	1.000000000000000000e+00	0.000000000000000000e+00
1.795918367346942546e-01	1.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000056e-01	1.000000000000000000e+00	0.000000000000000000e+00
